county_desc,precinct_abbrv,precinct_desc,reg_total,reg_active,reg_inactive,party_dem,party_rep,party_unaf,party_lib,party_other,race_white,race_black,race_asian,race_aian,eth_hispanic,gender_male,gender_female,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75plus,total_votes_g2024,total_votes_g2020,total_votes_g2018,turnout_rate_g2024,turnout_rate_g2020,turnout_rate_g2018,pop_total,pop_18_24,pop_voting_age,est_vap_total,est_vap_youth,pop_white_alone,pop_black_alone,pop_hispanic,pop_asian_alone,pop_nonwhite,pct_white,pct_black,pct_hispanic,pct_18_24,pct_65plus,tv_18_24_p2026,tv_25_34_p2026,tv_total_p2026,tv_18_24_g2025,tv_25_34_g2025,tv_total_g2025,tv_18_24_g2024,tv_25_34_g2024,tv_total_g2024,tv_18_24_g2018,tv_25_34_g2018,tv_total_g2018,v_trump_2024,v_harris_2024,v_stein_gov_2024,v_robinson_gov_2024,two_pty_2024,precinct_rep_pct,precinct_dem_pct,precinct_margin,competitiveness,winner_2024,youth_dem_pct_raw,youth_rep_pct_raw,youth_dem_pct,youth_rep_pct,overall_turnout_2024,youth_turnout_2024,youth_share_2024,youth_turnout_gap,youth_turnout_2018,youth_nonvoters,new_youth_voters,new_dem_raw,new_rep_raw,sim_trump_raw,sim_harris_raw,sim_total_raw,sim_margin_raw,sim_winner_raw,new_dem_blend,new_rep_blend,sim_trump_blend,sim_harris_blend,sim_total_blend,sim_margin_blend,sim_winner_blend,flipped_raw,flipped_blend
ALAMANCE,05,FAUCETTE,2743.0,2531,212,353,1361,805,12,0,2369,145,3,3,45,1238,1324,255,363,376,424,505,470,350,2296,2053,1315,0.9072,0.8111,0.5196,4364.227798777167,358.0922333310077,3424.3182576788195,3710.0,304.0,3132.8870492769247,333.62614785444725,651.6440911538389,23.493206047557607,1231.340749500242,0.7179,0.0764,0.1493,0.0821,0.2122,27,58,907,0,0,6,190,274,2296,61,128,1315,1821.0,460.0,648.0,1497.0,2281.0,0.7983340640070145,0.2016659359929855,0.5966681280140289,safe,Trump,0.2016659359929855,0.7983340640070145,0.4406663743971942,0.5593336256028059,0.9072,0.7451,0.0828,-0.1621,0.2392,65,6.0,1.0,5.0,1826.0,461.0,2287.0,59.685177087888064,Trump,3.0,3.0,1824.0,463.0,2287.0,59.5102754700481,Trump,False,False
ALAMANCE,063,GRAHAM 3,2663.0,2177,486,946,444,780,4,3,927,903,16,14,570,1079,1305,432,505,369,306,405,370,276,1688,1552,906,0.7754,0.7129,0.4162,3429.963262497026,227.95141692174704,2752.710709308328,2915.0,194.0,1015.53638699428,749.7060617026689,1546.61940909372,0.0407128760670835,2414.426875502746,0.2961,0.2186,0.4509,0.0665,0.2153,23,30,430,23,30,372,217,244,1688,72,101,906,616.0,1165.0,1242.0,467.0,1781.0,0.3458731049971926,0.6541268950028074,-0.3082537900056148,safe,Harris,0.6541268950028074,0.3458731049971926,0.621650758001123,0.378349241998877,0.7754,0.5023,0.1286,-0.2731,0.1667,215,22.0,14.0,8.0,624.0,1179.0,1803.0,-30.782029950083196,Harris,14.0,8.0,624.0,1179.0,1803.0,-30.782029950083196,Harris,False,False
ALAMANCE,064,GRAHAM 4,5126.0,4623,503,1244,1620,1739,20,0,3311,889,89,15,397,2147,2579,512,772,708,700,878,819,737,4045,3625,2441,0.875,0.7841,0.528,7838.0,513.0,6081.0,6662.0,436.0,5420.0,1346.0,898.0,49.99999999999999,2418.0,0.6915,0.1717,0.1146,0.0655,0.2207,37,82,1286,39,68,1084,342,513,4045,130,263,2441,2230.0,1715.0,2086.0,1634.0,3945.0,0.5652724968314322,0.4347275031685678,0.1305449936628644,lean,Trump,0.4347275031685678,0.5652724968314322,0.5338910012674272,0.4661089987325729,0.875,0.668,0.0845,-0.207,0.2539,170,17.0,7.0,10.0,2240.0,1722.0,3962.0,13.074204946996467,Trump,9.0,8.0,2238.0,1724.0,3962.0,12.973245835436648,Trump,False,False
ALAMANCE,06E,EAST GRAHAM,2431.0,2025,406,696,562,756,11,0,1327,675,19,10,208,975,1256,237,472,408,302,357,376,279,1686,1559,1007,0.8326,0.7699,0.4973,3220.1115037138798,218.96235525064228,2775.445346678382,2737.0,186.0,1775.8153066780117,625.4138678639187,747.32028442417,10.397522729661052,1444.2961970358674,0.5515,0.1942,0.2321,0.068,0.1712,8,36,484,17,48,502,142,257,1686,67,125,1007,822.0,875.0,989.0,612.0,1697.0,0.4843842074248674,0.5156157925751326,-0.0312315851502651,tossup,Harris,0.5156157925751326,0.4843842074248674,0.566246317030053,0.433753682969947,0.8326,0.5992,0.0842,-0.2334,0.2827,95,10.0,5.0,5.0,827.0,880.0,1707.0,-3.1048623315758643,Harris,6.0,4.0,826.0,881.0,1707.0,-3.222026947861746,Harris,False,False
ALAMANCE,06N,NORTH GRAHAM,2512.0,2015,497,872,400,728,15,0,925,923,22,2,383,930,1325,313,496,403,324,397,371,208,1543,1380,801,0.7658,0.6849,0.3975,3568.4308188503924,166.51162985664257,2755.950490457558,3033.0,142.0,1309.4195165232693,1256.7980703787146,867.2860675416747,30.811142638422854,2259.011302327123,0.3669,0.3522,0.243,0.0467,0.1351,16,38,358,21,37,364,164,239,1543,58,98,801,565.0,997.0,1042.0,444.0,1562.0,0.3617157490396927,0.6382842509603073,-0.2765685019206145,safe,Harris,0.6382842509603073,0.3617157490396927,0.6153137003841229,0.3846862996158771,0.7658,0.524,0.1063,-0.2418,0.1853,149,15.0,10.0,5.0,570.0,1007.0,1577.0,-27.710843373493976,Harris,9.0,6.0,571.0,1006.0,1577.0,-27.58402029169309,Harris,False,False
ALAMANCE,06S,SOUTH GRAHAM,3856.0,3373,483,1038,1064,1256,15,0,2249,1030,60,8,199,1547,1978,346,771,652,527,628,506,426,2835,2447,1585,0.8405,0.7255,0.4699,5440.389565670064,371.8951091184345,4384.584753923041,4624.0,316.0,3485.1014008097004,1073.1915602368715,505.1838895481201,19.22462798272349,1955.288164860364,0.6406,0.1973,0.0929,0.0684,0.1695,18,45,758,10,39,491,236,494,2835,95,213,1585,1462.0,1278.0,1505.0,1102.0,2740.0,0.5335766423357664,0.4664233576642336,0.0671532846715328,competitive,Trump,0.4664233576642336,0.5335766423357664,0.5465693430656935,0.4534306569343065,0.8405,0.6821,0.0832,-0.1584,0.2746,110,11.0,5.0,6.0,1468.0,1283.0,2751.0,6.724827335514358,Trump,6.0,5.0,1467.0,1284.0,2751.0,6.652126499454744,Trump,False,False
ALAMANCE,06W,WEST GRAHAM,1164.0,942,222,315,247,376,4,0,559,323,16,2,145,469,580,121,221,188,159,189,165,121,742,688,396,0.7877,0.7304,0.4204,757.0693982162802,55.38430908481327,626.8320278716463,644.0,47.0,400.4779896794943,176.04407945479474,202.661178159042,0.9478214408930744,356.5914085367859,0.529,0.2325,0.2677,0.0732,0.2297,4,11,168,3,10,141,54,121,742,21,61,396,358.0,403.0,460.0,260.0,761.0,0.4704336399474376,0.5295663600525624,-0.0591327201051248,competitive,Harris,0.5295663600525624,0.4704336399474376,0.571826544021025,0.428173455978975,0.7877,0.4463,0.0728,-0.3414,0.1736,67,7.0,4.0,3.0,361.0,407.0,768.0,-5.989583333333334,Harris,4.0,3.0,361.0,407.0,768.0,-5.989583333333334,Harris,False,False
ALAMANCE,07,ALBRIGHT,3325.0,3046,279,454,1551,1028,12,1,2828,151,17,6,98,1470,1633,323,450,439,521,653,542,397,2676,2417,1592,0.8785,0.7935,0.5227,4232.168686385985,178.53977068280523,3305.481880213569,3597.0,152.0,3573.789289343916,212.994687744707,220.1901892512084,22.131680244240084,658.3793970420695,0.8444,0.0503,0.052,0.0422,0.1879,39,61,986,0,0,2,232,326,2676,80,165,1592,2087.0,627.0,850.0,1726.0,2714.0,0.7689756816507001,0.2310243183492999,0.5379513633014001,safe,Trump,0.2310243183492999,0.7689756816507001,0.4524097273397199,0.54759027266028,0.8785,0.7183,0.0867,-0.1602,0.2477,91,9.0,2.0,7.0,2094.0,629.0,2723.0,53.80095482923246,Trump,4.0,5.0,2092.0,631.0,2723.0,53.65405802423797,Trump,False,False
ALAMANCE,08N,NORTH NEWLIN,3088.0,2792,296,637,1104,1029,22,0,2409,216,19,4,213,1384,1455,322,442,489,461,555,499,320,2420,2209,1414,0.8668,0.7912,0.5064,4420.605024946415,261.43289203581554,3365.9552871139167,3758.0,222.0,3173.780190229542,206.08940109085444,941.3825813259796,4.342757177024549,1246.824834716874,0.718,0.0466,0.213,0.0591,0.1583,16,57,717,1,0,2,210,291,2420,73,170,1414,1500.0,883.0,1065.0,1237.0,2383.0,0.6294586655476291,0.370541334452371,0.2589173310952581,safe,Trump,0.370541334452371,0.6294586655476291,0.5082165337809483,0.4917834662190516,0.8668,0.6522,0.0868,-0.2146,0.2267,112,11.0,4.0,7.0,1507.0,887.0,2394.0,25.898078529657475,Trump,6.0,5.0,1505.0,889.0,2394.0,25.730994152046783,Trump,False,False
ALAMANCE,08S,SOUTH NEWLIN,1626.0,1445,181,276,676,489,4,0,1335,95,13,3,53,716,792,163,230,233,223,320,287,170,1268,1191,763,0.8775,0.8242,0.528,2437.3655107404597,254.27150528352567,1947.9437981191784,2072.0,216.0,1847.5870185100875,472.2462736514983,89.64263906984853,0.0,589.778492230372,0.758,0.1938,0.0368,0.1043,0.1776,19,16,374,0,0,0,114,153,1268,43,94,763,872.0,374.0,473.0,715.0,1246.0,0.6998394863563403,0.3001605136436597,0.3996789727126806,safe,Trump,0.3001605136436597,0.6998394863563403,0.4800642054574638,0.5199357945425361,0.8775,0.6994,0.0899,-0.1781,0.2638,49,5.0,2.0,3.0,875.0,376.0,1251.0,39.88808952837729,Trump,2.0,3.0,875.0,376.0,1251.0,39.88808952837729,Trump,False,False
ALAMANCE,09N,NORTH THOMPSON,2714.0,2401,313,751,765,875,9,1,1733,579,55,3,130,1139,1348,223,402,438,404,479,425,343,2126,1921,1259,0.8855,0.8001,0.5244,2302.193779793836,147.4265704928157,1905.0815266779207,1957.0,125.0,1695.690818218506,269.0144093916234,184.4303524526597,49.89725415885887,606.5029615753297,0.7366,0.1169,0.0801,0.064,0.2101,18,42,678,6,13,274,180,263,2126,70,159,1259,1099.0,984.0,1132.0,846.0,2083.0,0.527604416706673,0.4723955832933269,0.055208833413346,competitive,Trump,0.4723955832933269,0.527604416706673,0.5489582333173307,0.4510417666826692,0.8855,0.8072,0.0847,-0.0783,0.3139,43,4.0,2.0,2.0,1101.0,986.0,2087.0,5.5103018687110685,Trump,2.0,2.0,1101.0,986.0,2087.0,5.5103018687110685,Trump,False,False
ALAMANCE,09S,SOUTH THOMPSON,5134.0,4592,542,1190,1653,1720,28,1,3734,570,84,13,329,2267,2442,503,730,838,787,943,827,506,3983,3584,2251,0.8674,0.7805,0.4902,7216.970168600625,585.2063833769347,5377.041377195868,6134.0,497.0,5112.085203385421,442.82365777889663,1400.3071123719092,111.54065876701782,2104.884965215204,0.7083,0.0614,0.194,0.0811,0.1538,41,73,1152,0,0,3,337,479,3983,93,261,2251,2334.0,1616.0,1888.0,1897.0,3950.0,0.590886075949367,0.4091139240506329,0.1817721518987341,lean,Trump,0.4091139240506329,0.590886075949367,0.5236455696202532,0.4763544303797468,0.8674,0.67,0.0846,-0.1974,0.1849,166,17.0,7.0,10.0,2344.0,1623.0,3967.0,18.174943282077134,Trump,9.0,8.0,2342.0,1625.0,3967.0,18.074111419208467,Trump,False,False
ALAMANCE,103,MELVILLE 3,4892.0,4484,408,1252,1407,1798,25,2,3044,957,91,13,360,2027,2406,499,816,876,783,788,671,459,3684,3079,1995,0.8216,0.6867,0.4449,5641.336133709374,430.921148748184,4586.154189290824,4795.0,366.0,3475.696494161758,996.6780160537472,817.6991108117596,129.0426762736225,2165.6396395476154,0.6161,0.1767,0.1449,0.0764,0.1511,33,78,987,7,37,219,308,579,3684,123,259,1995,1827.0,1548.0,1811.0,1371.0,3375.0,0.5413333333333333,0.4586666666666666,0.0826666666666666,competitive,Trump,0.4586666666666666,0.5413333333333333,0.5434666666666667,0.4565333333333333,0.8216,0.6172,0.0836,-0.2044,0.2465,191,19.0,9.0,10.0,1837.0,1557.0,3394.0,8.249852681202121,Trump,10.0,9.0,1836.0,1558.0,3394.0,8.190925162050677,Trump,False,False
ALAMANCE,104,MELVILLE 4,2298.0,1954,344,722,423,803,6,0,1284,598,48,9,105,908,1165,212,404,435,373,385,277,212,1687,1563,1022,0.8634,0.7999,0.523,2753.199904439932,168.86248640603574,2129.264796730984,2340.0,144.0,1547.0765220304786,718.6173489501389,221.44517811491707,83.87598504930882,1206.1233824094531,0.5619,0.261,0.0804,0.0613,0.1223,17,38,474,5,17,222,133,251,1687,61,171,1022,625.0,1079.0,1188.0,442.0,1704.0,0.3667840375586854,0.6332159624413145,-0.266431924882629,safe,Harris,0.6332159624413145,0.3667840375586854,0.6132863849765258,0.3867136150234742,0.8634,0.6274,0.0788,-0.236,0.2877,79,8.0,5.0,3.0,628.0,1084.0,1712.0,-26.635514018691588,Harris,5.0,3.0,628.0,1084.0,1712.0,-26.635514018691588,Harris,False,False
ALAMANCE,10N,NORTH MELVILLE,3658.0,3322,336,866,1154,1285,15,2,2674,494,29,7,128,1517,1818,330,551,493,518,701,557,508,2936,2667,1861,0.8838,0.8028,0.5602,4132.916832934204,169.45204289711475,3453.517876801747,3513.0,144.0,2856.620276286556,614.4654834882738,354.1751940095977,20.000000000000004,1276.2965566476478,0.6912,0.1487,0.0857,0.041,0.2531,31,50,881,12,14,284,256,344,2936,99,185,1861,1664.0,1259.0,1473.0,1275.0,2923.0,0.5692781388983921,0.4307218611016079,0.1385562777967841,lean,Trump,0.4307218611016079,0.5692781388983921,0.5322887444406432,0.4677112555593568,0.8838,0.7758,0.0872,-0.108,0.3,74,7.0,3.0,4.0,1668.0,1262.0,2930.0,13.85665529010239,Trump,4.0,3.0,1667.0,1263.0,2930.0,13.78839590443686,Trump,False,False
ALAMANCE,10S1,SOUTH MELVILLE,6381.0,5441,940,1918,1345,2147,27,4,3620,1747,84,13,304,2518,3275,679,1178,1123,1006,1008,760,627,4662,4098,2706,0.8568,0.7532,0.4973,10181.521318786705,936.1841304782786,7954.3206653785555,8654.0,796.0,5254.0092461846125,2509.3175826488687,720.4259622751908,457.95410153305374,4927.512072602093,0.516,0.2465,0.0708,0.0919,0.139,46,101,1291,17,35,604,456,721,4662,198,375,2706,2048.0,2642.0,2986.0,1474.0,4690.0,0.4366737739872068,0.5633262260127931,-0.1266524520255863,lean,Harris,0.5633262260127931,0.4366737739872068,0.5853304904051173,0.4146695095948827,0.8568,0.6716,0.0978,-0.1852,0.2916,223,22.0,12.0,10.0,2058.0,2654.0,4712.0,-12.64855687606112,Harris,13.0,9.0,2057.0,2655.0,4712.0,-12.69100169779287,Harris,False,False
ALAMANCE,11,PLEASANT GROVE,3754.0,3324,430,1174,1079,1054,13,4,2037,1212,16,7,176,1608,1857,380,547,544,578,732,556,417,2887,2666,1731,0.8685,0.802,0.5208,5919.413826444936,607.4967002418125,4627.822944942608,5032.0,516.0,3536.6316807011003,1463.7528318418224,711.1399242014793,10.286348110887811,2382.782145743835,0.5975,0.2473,0.1201,0.1026,0.1863,19,45,799,0,3,10,241,350,2887,75,203,1731,1501.0,1310.0,1462.0,1242.0,2811.0,0.5339736748488082,0.4660263251511917,0.0679473496976164,competitive,Trump,0.4660263251511917,0.5339736748488082,0.5464105300604767,0.4535894699395233,0.8685,0.6342,0.0835,-0.2343,0.1974,139,14.0,7.0,7.0,1508.0,1317.0,2825.0,6.761061946902655,Trump,8.0,6.0,1507.0,1318.0,2825.0,6.6902654867256635,Trump,False,False
ALAMANCE,1210,BURLINGTON 10,1931.0,1537,394,526,430,574,6,1,963,640,16,4,156,749,1024,189,426,342,231,271,270,202,1260,1175,721,0.8198,0.7645,0.4691,2363.96225788453,398.4374883720114,1902.3170260794857,2009.0,339.0,1080.0025707034192,796.2878966427135,367.1583565171577,63.100993544602,1283.959687181111,0.4569,0.3368,0.1553,0.1685,0.1301,6,33,325,9,50,309,108,239,1260,59,101,721,621.0,680.0,751.0,471.0,1301.0,0.4773251345119139,0.5226748654880861,-0.0453497309761721,tossup,Harris,0.5226748654880861,0.4773251345119139,0.5690699461952344,0.4309300538047655,0.8198,0.5714,0.0857,-0.2484,0.3122,81,8.0,4.0,4.0,625.0,684.0,1309.0,-4.507257448433919,Harris,5.0,3.0,624.0,685.0,1309.0,-4.660045836516425,Harris,False,False
ALAMANCE,124,BURLINGTON 4,1805.0,1570,235,503,460,596,9,2,1209,315,13,4,117,751,905,168,298,272,224,284,321,238,1325,1238,851,0.8439,0.7885,0.542,2066.786781751028,145.84489785008,1656.9883932436182,1757.0,124.0,1604.9351804466996,158.0095747881954,333.182839046469,17.169110057378983,461.8516013043283,0.7765,0.0765,0.1612,0.0706,0.3034,14,24,421,16,39,487,112,188,1325,43,107,851,685.0,646.0,750.0,497.0,1331.0,0.5146506386175808,0.4853493613824192,0.0293012772351615,tossup,Trump,0.4853493613824192,0.5146506386175808,0.5541397445529677,0.4458602554470323,0.8439,0.6667,0.0845,-0.1772,0.256,56,6.0,3.0,3.0,688.0,649.0,1337.0,2.9169783096484667,Trump,3.0,3.0,688.0,649.0,1337.0,2.9169783096484667,Trump,False,False
